	Time Stamps	Temp	Dew Point	Humidity	Pressure	Visibility	Wind Direction	Wind Speed	Gust Speed	Precipitation	Events	Conditions
182	4/14/1994 -- 2:00 AM	64.0 °F	53.1 °F	67%	29.89 in	10.0 mi	West	6.9 mph	  -	N/A	"	 "	Partly Cloudy
183	4/14/1994 -- 3:00 AM	61.0 °F	51.1 °F	70%	29.89 in	10.0 mi	SW	6.9 mph	  -	N/A	"	 "	Partly Cloudy
184	4/14/1994 -- 4:00 AM	59.0 °F	48.0 °F	67%	29.90 in	10.0 mi	West	4.6 mph	  -	N/A	"	 "	Clear
185	4/14/1994 -- 5:00 AM	57.0 °F	46.9 °F	69%	29.91 in	10.0 mi	SW	4.6 mph	  -	N/A	"	 "	Clear
186	4/14/1994 -- 6:00 AM	55.0 °F	45.0 °F	69%	29.93 in	10.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Partly Cloudy
187	4/14/1994 -- 7:00 AM	52.0 °F	44.1 °F	74%	29.97 in	10.0 mi	Calm	Calm	  -	N/A	"	 "	Mostly Cloudy
188	4/14/1994 -- 8:00 AM	57.0 °F	45.0 °F	64%	30.01 in	10.0 mi	West	4.6 mph	  -	N/A	"	 "	Partly Cloudy
189	4/14/1994 -- 9:00 AM	62.1 °F	45.0 °F	53%	30.04 in	10.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Partly Cloudy
190	4/14/1994 -- 10:00 AM	70.0 °F	41.0 °F	35%	30.05 in	10.0 mi	WNW	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
191	4/14/1994 -- 11:00 AM	72.0 °F	39.0 °F	30%	30.06 in	10.0 mi	WSW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
192	4/14/1994 -- 12:00 PM	75.0 °F	39.9 °F	28%	30.07 in	10.0 mi	WNW	4.6 mph	  -	N/A	"	 "	Partly Cloudy
193	4/14/1994 -- 1:00 PM	77.0 °F	39.9 °F	26%	30.06 in	10.0 mi	SW	5.8 mph	  -	N/A	"	 "	Partly Cloudy
194	4/14/1994 -- 2:00 PM	79.0 °F	39.9 °F	25%	30.03 in	10.0 mi	WNW	5.8 mph	  -	N/A	"	 "	Clear
195	4/14/1994 -- 3:00 PM	81.0 °F	42.1 °F	25%	30.04 in	10.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Partly Cloudy
196	4/14/1994 -- 4:00 PM	81.0 °F	42.1 °F	25%	30.01 in	10.0 mi	South	9.2 mph	  -	N/A	"	 "	Partly Cloudy
197	4/14/1994 -- 5:00 PM	82.0 °F	39.9 °F	22%	30.00 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Partly Cloudy
198	4/14/1994 -- 6:00 PM	81.0 °F	41.0 °F	24%	30.01 in	10.0 mi	South	5.8 mph	  -	N/A	"	 "	Partly Cloudy
199	4/14/1994 -- 7:00 PM	77.0 °F	43.0 °F	30%	30.01 in	10.0 mi	SSE	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
200	4/14/1994 -- 8:00 PM	73.0 °F	43.0 °F	34%	30.03 in	10.0 mi	SSE	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
201	4/14/1994 -- 9:00 PM	72.0 °F	42.1 °F	34%	30.06 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Partly Cloudy
202	4/14/1994 -- 10:00 PM	69.1 °F	41.0 °F	36%	30.08 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Partly Cloudy
203	4/14/1994 -- 11:00 PM	66.9 °F	39.9 °F	37%	30.10 in	10.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Clear
204	9/26/1993 -- 12:00 AM	71.1 °F	70.0 °F	96%	30.02 in	6.0 mi	South	5.8 mph	  -	N/A	Fog	Fog
205	9/26/1993 -- 12:09 AM	  -	  -	N/A%	30.02 in	6.0 mi	South	8.1 mph	  -	N/A	Fog	Fog
206	9/26/1993 -- 1:00 AM	73.0 °F	70.0 °F	90%	29.99 in	5.0 mi	South	10.4 mph	  -	N/A	Fog	Fog
207	9/26/1993 -- 2:00 AM	73.9 °F	72.0 °F	93%	29.98 in	5.0 mi	SSW	10.4 mph	  -	N/A	Fog	Fog
208	9/26/1993 -- 3:00 AM	73.9 °F	72.0 °F	93%	29.96 in	5.0 mi	South	11.5 mph	  -	N/A	Fog	Fog
209	9/26/1993 -- 4:00 AM	73.0 °F	71.1 °F	93%	29.95 in	5.0 mi	SSW	10.4 mph	  -	N/A	Fog	Fog
210	9/26/1993 -- 4:38 AM	  -	  -	N/A%	29.96 in	5.0 mi	SSW	11.5 mph	18.4 mph	N/A	Fog	Fog
211	9/26/1993 -- 5:00 AM	73.9 °F	71.1 °F	91%	29.95 in	5.0 mi	South	11.5 mph	  -	N/A	Fog	Fog
212	9/26/1993 -- 6:00 AM	73.9 °F	71.1 °F	91%	29.96 in	6.0 mi	SSW	11.5 mph	  -	N/A	Fog	Fog
213	9/26/1993 -- 7:00 AM	73.9 °F	71.1 °F	91%	29.98 in	6.0 mi	SSW	10.4 mph	18.4 mph	N/A	Fog	Fog
214	9/26/1993 -- 8:00 AM	75.0 °F	71.1 °F	87%	29.99 in	6.0 mi	SSW	13.8 mph	  -	N/A	Fog	Fog
215	9/26/1993 -- 9:00 AM	75.9 °F	72.0 °F	87%	29.99 in	6.0 mi	SSW	10.4 mph	  -	N/A	Fog	Fog
216	9/26/1993 -- 10:00 AM	79.0 °F	72.0 °F	79%	29.99 in	7.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
217	9/26/1993 -- 11:00 AM	82.0 °F	72.0 °F	71%	29.99 in	7.0 mi	SW	12.7 mph	  -	N/A	"	 "	Scattered Clouds
218	9/26/1993 -- 12:00 PM	84.9 °F	72.0 °F	65%	29.97 in	7.0 mi	SW	13.8 mph	  -	N/A	"	 "	Scattered Clouds
219	9/26/1993 -- 1:00 PM	86.0 °F	71.1 °F	61%	29.96 in	7.0 mi	SW	16.1 mph	24.2 mph	N/A	"	 "	Scattered Clouds
220	9/26/1993 -- 2:00 PM	89.1 °F	69.1 °F	52%	29.95 in	7.0 mi	SW	17.3 mph	24.2 mph	N/A	"	 "	Scattered Clouds
221	9/26/1993 -- 3:00 PM	89.1 °F	66.0 °F	46%	29.92 in	7.0 mi	WSW	16.1 mph	  -	N/A	"	 "	Scattered Clouds
222	9/26/1993 -- 4:00 PM	89.1 °F	69.1 °F	52%	29.91 in	7.0 mi	SSW	10.4 mph	18.4 mph	N/A	"	 "	Scattered Clouds
223	9/26/1993 -- 5:00 PM	87.1 °F	68.0 °F	53%	29.92 in	7.0 mi	SSW	13.8 mph	21.9 mph	N/A	"	 "	Scattered Clouds
224	9/26/1993 -- 6:00 PM	86.0 °F	69.1 °F	57%	29.92 in	7.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
225	9/26/1993 -- 7:00 PM	81.0 °F	70.0 °F	69%	29.94 in	7.0 mi	SW	8.1 mph	  -	N/A	"	 "	Clear
226	9/26/1993 -- 8:00 PM	80.1 °F	68.0 °F	67%	29.94 in	7.0 mi	South	6.9 mph	  -	N/A	"	 "	Clear
227	9/26/1993 -- 9:00 PM	78.1 °F	68.0 °F	71%	29.95 in	7.0 mi	South	8.1 mph	  -	N/A	"	 "	Clear
228	9/26/1993 -- 10:00 PM	75.0 °F	68.0 °F	79%	29.96 in	7.0 mi	South	5.8 mph	  -	N/A	"	 "	Clear
229	9/26/1993 -- 11:00 PM	75.9 °F	70.0 °F	82%	29.98 in	7.0 mi	South	9.2 mph	  -	N/A	"	 "	Clear
230	3/10/1993 -- 12:00 AM	37.0 °F	32.0 °F	82%	30.11 in	15.0 mi	NE	4.6 mph	  -	N/A	"	 "	Scattered Clouds
231	3/10/1993 -- 1:00 AM	39.9 °F	33.1 °F	77%	30.13 in	15.0 mi	NE	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
232	3/10/1993 -- 2:00 AM	43.0 °F	28.0 °F	56%	30.12 in	15.0 mi	ENE	8.1 mph	  -	N/A	"	 "	Partly Cloudy
233	3/10/1993 -- 3:00 AM	42.1 °F	27.0 °F	55%	30.12 in	15.0 mi	East	5.8 mph	  -	N/A	"	 "	Overcast
234	3/10/1993 -- 4:00 AM	43.0 °F	28.0 °F	56%	30.10 in	15.0 mi	ESE	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
235	3/10/1993 -- 5:00 AM	39.9 °F	28.0 °F	63%	30.06 in	15.0 mi	ESE	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
236	3/10/1993 -- 6:00 AM	39.9 °F	28.9 °F	65%	30.05 in	15.0 mi	ESE	10.4 mph	  -	N/A	"	 "	Scattered Clouds
237	3/10/1993 -- 7:00 AM	39.0 °F	30.0 °F	70%	30.05 in	15.0 mi	ENE	8.1 mph	  -	N/A	"	 "	Overcast
238	3/10/1993 -- 8:00 AM	42.1 °F	30.0 °F	62%	30.05 in	15.0 mi	East	11.5 mph	  -	N/A	"	 "	Overcast
239	3/10/1993 -- 9:00 AM	46.9 °F	30.9 °F	54%	30.01 in	15.0 mi	ESE	12.7 mph	  -	N/A	"	 "	Mostly Cloudy
240	3/10/1993 -- 10:00 AM	53.1 °F	33.1 °F	47%	29.98 in	15.0 mi	SSE	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
241	3/10/1993 -- 11:00 AM	60.1 °F	41.0 °F	49%	29.92 in	15.0 mi	South	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
242	3/10/1993 -- 12:00 PM	64.9 °F	45.0 °F	48%	29.88 in	15.0 mi	SSE	13.8 mph	  -	N/A	"	 "	Mostly Cloudy
243	3/10/1993 -- 1:00 PM	71.1 °F	46.0 °F	41%	29.80 in	15.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
244	3/10/1993 -- 2:00 PM	75.0 °F	39.9 °F	28%	29.74 in	15.0 mi	SW	18.4 mph	  -	N/A	"	 "	Mostly Cloudy
245	3/10/1993 -- 3:00 PM	78.1 °F	48.9 °F	36%	29.69 in	15.0 mi	SSW	26.5 mph	36.8 mph	N/A	"	 "	Clear
246	3/10/1993 -- 4:00 PM	78.1 °F	28.9 °F	17%	29.67 in	15.0 mi	SW	23.0 mph	42.6 mph	N/A	"	 "	Clear
247	3/10/1993 -- 5:00 PM	77.0 °F	34.0 °F	21%	29.65 in	15.0 mi	SW	24.2 mph	35.7 mph	N/A	"	 "	Clear
248	3/10/1993 -- 6:00 PM	73.9 °F	36.0 °F	25%	29.65 in	15.0 mi	SW	23.0 mph	35.7 mph	N/A	"	 "	Scattered Clouds
249	3/10/1993 -- 7:00 PM	72.0 °F	36.0 °F	27%	29.66 in	15.0 mi	SW	16.1 mph	23.0 mph	N/A	"	 "	Scattered Clouds
250	3/10/1993 -- 8:00 PM	71.1 °F	37.9 °F	30%	29.69 in	15.0 mi	WSW	17.3 mph	25.3 mph	N/A	"	 "	Scattered Clouds
251	3/10/1993 -- 9:00 PM	70.0 °F	39.0 °F	32%	29.70 in	8.0 mi	SW	16.1 mph	23.0 mph	N/A	"	 "	Mostly Cloudy
252	3/10/1993 -- 10:00 PM	68.0 °F	39.9 °F	36%	29.74 in	10.0 mi	NNW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
253	3/10/1993 -- 11:00 PM	57.0 °F	39.0 °F	51%	29.79 in	10.0 mi	North	10.4 mph	  -	N/A	"	 "	Scattered Clouds
254	8/22/1992 -- 12:00 AM	69.1 °F	63.0 °F	81%	30.27 in	7.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Overcast
255	8/22/1992 -- 1:00 AM	68.0 °F	62.1 °F	81%	30.27 in	8.0 mi	ESE	6.9 mph	  -	N/A	"	 "	Overcast
256	8/22/1992 -- 2:00 AM	66.9 °F	61.0 °F	81%	30.27 in	8.0 mi	East	6.9 mph	  -	N/A	"	 "	Overcast
257	8/22/1992 -- 3:00 AM	66.0 °F	61.0 °F	84%	30.25 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
258	8/22/1992 -- 4:00 AM	66.0 °F	62.1 °F	87%	30.25 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Overcast
259	8/22/1992 -- 5:00 AM	64.9 °F	62.1 °F	90%	30.25 in	8.0 mi	NE	4.6 mph	  -	N/A	"	 "	Overcast
260	8/22/1992 -- 6:00 AM	64.0 °F	62.1 °F	93%	30.27 in	7.0 mi	NE	4.6 mph	  -	N/A	"	 "	Overcast
261	8/22/1992 -- 7:00 AM	63.0 °F	62.1 °F	97%	30.28 in	4.0 mi	Calm	Calm	  -	N/A	Fog	Fog
262	8/22/1992 -- 8:00 AM	64.9 °F	63.0 °F	93%	30.29 in	4.0 mi	Calm	Calm	  -	N/A	Fog	Fog
263	8/22/1992 -- 9:00 AM	69.1 °F	63.0 °F	81%	30.30 in	5.0 mi	East	8.1 mph	  -	N/A	"	 "	Drizzle
264	8/22/1992 -- 10:00 AM	73.0 °F	63.0 °F	71%	30.31 in	6.0 mi	ENE	5.8 mph	  -	N/A	"	 "	Drizzle
265	8/22/1992 -- 11:00 AM	75.0 °F	62.1 °F	64%	30.30 in	6.0 mi	East	9.2 mph	  -	N/A	"	 "	Drizzle
266	8/22/1992 -- 12:00 PM	75.9 °F	62.1 °F	62%	30.30 in	6.0 mi	ENE	10.4 mph	  -	N/A	"	 "	Drizzle
267	8/22/1992 -- 1:00 PM	78.1 °F	63.0 °F	60%	30.29 in	6.0 mi	NE	11.5 mph	  -	N/A	"	 "	Drizzle
268	8/22/1992 -- 2:00 PM	78.1 °F	64.0 °F	62%	30.27 in	6.0 mi	NE	9.2 mph	  -	N/A	"	 "	Drizzle
269	8/22/1992 -- 3:00 PM	78.1 °F	64.0 °F	62%	30.27 in	6.0 mi	NE	9.2 mph	  -	N/A	"	 "	Drizzle
270	8/22/1992 -- 4:00 PM	79.0 °F	64.0 °F	60%	30.25 in	6.0 mi	East	9.2 mph	  -	N/A	"	 "	Drizzle
271	8/22/1992 -- 5:00 PM	78.1 °F	64.0 °F	62%	30.24 in	7.0 mi	East	8.1 mph	  -	N/A	"	 "	Overcast
272	8/22/1992 -- 6:00 PM	78.1 °F	62.1 °F	58%	30.25 in	8.0 mi	East	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
273	8/22/1992 -- 7:00 PM	73.9 °F	64.0 °F	71%	30.26 in	10.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
274	8/22/1992 -- 8:00 PM	72.0 °F	64.0 °F	76%	30.26 in	10.0 mi	East	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
275	8/22/1992 -- 9:00 PM	71.1 °F	63.0 °F	75%	30.27 in	10.0 mi	ENE	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
276	8/22/1992 -- 10:00 PM	70.0 °F	64.0 °F	81%	30.27 in	10.0 mi	ENE	6.9 mph	  -	N/A	"	 "	Overcast
277	8/22/1992 -- 11:00 PM	70.0 °F	63.0 °F	78%	30.27 in	10.0 mi	ENE	5.8 mph	  -	N/A	"	 "	Overcast
278	2/4/1992 -- 12:00 AM	44.1 °F	24.1 °F	45%	30.01 in	15.0 mi	ESE	10.4 mph	  -	N/A	"	 "	Overcast
279	2/4/1992 -- 1:00 AM	43.0 °F	23.0 °F	45%	30.03 in	15.0 mi	SSW	3.5 mph	  -	N/A	"	 "	Partly Cloudy
280	2/4/1992 -- 2:00 AM	37.9 °F	24.1 °F	57%	30.01 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Partly Cloudy
281	2/4/1992 -- 3:00 AM	35.1 °F	25.0 °F	67%	30.00 in	15.0 mi	NNE	3.5 mph	  -	N/A	"	 "	Scattered Clouds
282	2/4/1992 -- 4:00 AM	36.0 °F	24.1 °F	62%	29.99 in	15.0 mi	ESE	5.8 mph	  -	N/A	"	 "	Scattered Clouds
283	2/4/1992 -- 5:00 AM	35.1 °F	25.0 °F	67%	29.98 in	15.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Partly Cloudy
284	2/4/1992 -- 6:00 AM	35.1 °F	25.0 °F	67%	29.99 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Scattered Clouds
285	2/4/1992 -- 7:00 AM	30.9 °F	25.0 °F	79%	29.99 in	15.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
286	2/4/1992 -- 8:00 AM	34.0 °F	27.0 °F	75%	29.99 in	15.0 mi	NNW	3.5 mph	  -	N/A	"	 "	Clear
287	2/4/1992 -- 9:00 AM	39.9 °F	26.1 °F	58%	29.99 in	10.0 mi	North	5.8 mph	  -	N/A	"	 "	Partly Cloudy
288	2/4/1992 -- 10:00 AM	46.9 °F	27.0 °F	46%	29.97 in	10.0 mi	NNW	3.5 mph	  -	N/A	"	 "	Unknown
289	2/4/1992 -- 11:00 AM	55.0 °F	28.0 °F	35%	29.94 in	10.0 mi	WSW	4.6 mph	  -	N/A	"	 "	Partly Cloudy
290	2/4/1992 -- 12:00 PM	60.1 °F	26.1 °F	27%	29.90 in	10.0 mi	WSW	6.9 mph	  -	N/A	"	 "	Partly Cloudy
291	2/4/1992 -- 1:00 PM	64.9 °F	25.0 °F	22%	29.86 in	10.0 mi	SW	11.5 mph	  -	N/A	"	 "	Clear
292	2/4/1992 -- 2:00 PM	68.0 °F	26.1 °F	21%	29.82 in	10.0 mi	SW	12.7 mph	  -	N/A	"	 "	Clear
293	2/4/1992 -- 3:00 PM	69.1 °F	25.0 °F	19%	29.78 in	10.0 mi	WSW	15.0 mph	  -	N/A	"	 "	Clear
294	2/4/1992 -- 4:00 PM	70.0 °F	24.1 °F	18%	29.75 in	10.0 mi	WSW	12.7 mph	  -	N/A	"	 "	Clear
295	2/4/1992 -- 5:00 PM	66.0 °F	24.1 °F	20%	29.74 in	10.0 mi	SW	16.1 mph	  -	N/A	"	 "	Partly Cloudy
296	2/4/1992 -- 6:00 PM	62.1 °F	27.0 °F	26%	29.75 in	10.0 mi	SW	11.5 mph	  -	N/A	"	 "	Partly Cloudy
297	2/4/1992 -- 7:00 PM	59.0 °F	27.0 °F	29%	29.76 in	10.0 mi	SW	9.2 mph	  -	N/A	"	 "	Partly Cloudy
298	2/4/1992 -- 8:00 PM	57.0 °F	28.0 °F	33%	29.76 in	10.0 mi	SW	9.2 mph	  -	N/A	"	 "	Partly Cloudy
299	2/4/1992 -- 9:00 PM	54.0 °F	28.0 °F	37%	29.76 in	10.0 mi	SW	8.1 mph	  -	N/A	"	 "	Partly Cloudy
300	2/4/1992 -- 10:00 PM	52.0 °F	28.0 °F	40%	29.76 in	10.0 mi	WSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
301	2/4/1992 -- 11:00 PM	53.1 °F	28.0 °F	38%	29.77 in	10.0 mi	WSW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
302	7/19/1991 -- 12:00 AM	71.1 °F	70.0 °F	96%	30.09 in	7.0 mi	SSW	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
303	7/19/1991 -- 1:00 AM	71.1 °F	70.0 °F	96%	30.08 in	7.0 mi	SSW	5.8 mph	  -	N/A	"	 "	Mostly Cloudy
304	7/19/1991 -- 2:00 AM	70.0 °F	69.1 °F	97%	30.08 in	6.0 mi	SSW	4.6 mph	  -	N/A	Fog	Fog
305	7/19/1991 -- 3:00 AM	70.0 °F	69.1 °F	97%	30.09 in	6.0 mi	South	3.5 mph	  -	N/A	Fog	Fog
306	7/19/1991 -- 4:00 AM	71.1 °F	70.0 °F	96%	30.09 in	5.0 mi	South	4.6 mph	  -	N/A	Fog	Fog
307	7/19/1991 -- 4:28 AM	  -	  -	N/A%	30.11 in	5.0 mi	South	4.6 mph	  -	N/A	Fog	Fog
308	7/19/1991 -- 5:00 AM	72.0 °F	71.1 °F	97%	30.10 in	5.0 mi	South	6.9 mph	  -	N/A	Fog	Fog
309	7/19/1991 -- 6:00 AM	72.0 °F	71.1 °F	97%	30.11 in	5.0 mi	South	6.9 mph	  -	N/A	Fog	Fog
310	7/19/1991 -- 6:07 AM	  -	  -	N/A%	30.12 in	4.0 mi	SSW	9.2 mph	  -	N/A	Fog	Fog
311	7/19/1991 -- 6:24 AM	  -	  -	N/A%	30.12 in	2.0 mi	SW	9.2 mph	  -	N/A	Fog	Fog
312	7/19/1991 -- 7:00 AM	73.0 °F	72.0 °F	96%	30.11 in	2.0 mi	SW	8.1 mph	  -	N/A	Fog	Fog
313	7/19/1991 -- 8:00 AM	73.9 °F	72.0 °F	93%	30.12 in	2.0 mi	SW	9.2 mph	  -	N/A	Fog	Fog
314	7/19/1991 -- 9:00 AM	75.0 °F	73.0 °F	94%	30.13 in	4.0 mi	SSW	9.2 mph	  -	N/A	Fog	Fog
315	7/19/1991 -- 10:00 AM	77.0 °F	72.0 °F	84%	30.13 in	5.0 mi	SW	12.7 mph	  -	N/A	Fog	Fog
316	7/19/1991 -- 11:00 AM	80.1 °F	73.0 °F	79%	30.13 in	7.0 mi	SSW	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
317	7/19/1991 -- 12:00 PM	82.9 °F	73.9 °F	74%	30.13 in	7.0 mi	WSW	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
318	7/19/1991 -- 1:00 PM	84.9 °F	75.0 °F	72%	30.12 in	7.0 mi	South	6.9 mph	  -	N/A	"	 "	Scattered Clouds
319	7/19/1991 -- 2:00 PM	86.0 °F	73.9 °F	67%	30.10 in	7.0 mi	South	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
320	7/19/1991 -- 3:00 PM	84.9 °F	73.9 °F	69%	30.10 in	7.0 mi	South	12.7 mph	  -	N/A	"	 "	Mostly Cloudy
321	7/19/1991 -- 4:00 PM	86.0 °F	73.9 °F	67%	30.09 in	7.0 mi	South	10.4 mph	  -	N/A	Rain	Light Rain Showers
322	7/19/1991 -- 5:00 PM	87.1 °F	73.9 °F	65%	30.08 in	7.0 mi	SSW	11.5 mph	  -	N/A	"	 "	Scattered Clouds
323	7/19/1991 -- 6:00 PM	84.9 °F	72.0 °F	65%	30.06 in	7.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Scattered Clouds
324	7/19/1991 -- 7:00 PM	84.0 °F	75.0 °F	74%	30.06 in	7.0 mi	South	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
325	7/19/1991 -- 8:00 PM	82.0 °F	75.0 °F	79%	30.06 in	7.0 mi	South	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
326	7/19/1991 -- 9:00 PM	80.1 °F	73.0 °F	79%	30.09 in	10.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
327	7/19/1991 -- 10:00 PM	78.1 °F	73.0 °F	84%	30.12 in	10.0 mi	SSW	6.9 mph	  -	N/A	"	 "	Overcast
328	7/19/1991 -- 11:00 PM	77.0 °F	73.0 °F	88%	30.13 in	10.0 mi	South	6.9 mph	  -	N/A	"	 "	Overcast
329	12/31/1990 -- 12:00 AM	69.1 °F	64.0 °F	84%	30.01 in	10.0 mi	SW	17.3 mph	  -	N/A	"	 "	Overcast
330	12/31/1990 -- 1:00 AM	69.1 °F	63.0 °F	81%	29.99 in	10.0 mi	SSW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
331	12/31/1990 -- 2:00 AM	69.1 °F	64.0 °F	84%	29.99 in	5.0 mi	SSW	11.5 mph	20.7 mph	N/A	Rain	Light Rain Showers
332	12/31/1990 -- 2:17 AM	  -	  -	N/A%	30.01 in	6.0 mi	SSW	11.5 mph	  -	N/A	Rain	Light Rain Showers
333	12/31/1990 -- 3:00 AM	68.0 °F	64.0 °F	87%	30.01 in	7.0 mi	SSW	11.5 mph	  -	0.01 in	Rain	Light Rain Showers
334	12/31/1990 -- 4:00 AM	66.9 °F	63.0 °F	87%	30.02 in	7.0 mi	WSW	10.4 mph	  -	0.03 in	Rain	Light Rain Showers
335	12/31/1990 -- 5:00 AM	64.9 °F	63.0 °F	93%	30.01 in	7.0 mi	WSW	5.8 mph	  -	N/A	Rain	Light Rain Showers
336	12/31/1990 -- 6:00 AM	64.9 °F	62.1 °F	90%	30.06 in	10.0 mi	NW	12.7 mph	  -	0.02 in	Rain	Light Rain Showers
337	12/31/1990 -- 6:07 AM	  -	  -	N/A%	30.09 in	7.0 mi	NW	12.7 mph	  -	N/A	Rain	Light Rain
338	12/31/1990 -- 6:38 AM	  -	  -	N/A%	30.11 in	10.0 mi	NNW	13.8 mph	  -	N/A	"	 "	Overcast
339	12/31/1990 -- 7:00 AM	62.1 °F	57.9 °F	86%	30.12 in	10.0 mi	NW	10.4 mph	  -	N/A	"	 "	Overcast
340	12/31/1990 -- 8:00 AM	57.0 °F	46.9 °F	69%	30.16 in	10.0 mi	NW	10.4 mph	  -	N/A	"	 "	Overcast
341	12/31/1990 -- 9:00 AM	54.0 °F	42.1 °F	64%	30.21 in	10.0 mi	NNW	13.8 mph	  -	N/A	"	 "	Overcast
342	12/31/1990 -- 10:00 AM	53.1 °F	39.0 °F	59%	30.26 in	10.0 mi	North	15.0 mph	  -	N/A	"	 "	Overcast
343	12/31/1990 -- 11:00 AM	51.1 °F	37.9 °F	61%	30.29 in	10.0 mi	NNE	12.7 mph	  -	N/A	"	 "	Mostly Cloudy
344	12/31/1990 -- 12:00 PM	54.0 °F	34.0 °F	47%	30.30 in	10.0 mi	North	15.0 mph	  -	N/A	"	 "	Mostly Cloudy
345	12/31/1990 -- 1:00 PM	55.9 °F	32.0 °F	40%	30.29 in	15.0 mi	North	16.1 mph	  -	N/A	"	 "	Mostly Cloudy
346	12/31/1990 -- 2:00 PM	57.0 °F	30.0 °F	36%	30.30 in	15.0 mi	North	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
347	12/31/1990 -- 3:00 PM	55.9 °F	30.0 °F	37%	30.31 in	15.0 mi	North	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
348	12/31/1990 -- 4:00 PM	53.1 °F	28.0 °F	38%	30.32 in	15.0 mi	North	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
349	12/31/1990 -- 5:00 PM	51.1 °F	28.0 °F	41%	30.35 in	15.0 mi	NNW	10.4 mph	  -	N/A	"	 "	Mostly Cloudy
350	12/31/1990 -- 6:00 PM	46.9 °F	28.0 °F	48%	30.38 in	15.0 mi	NNW	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
351	12/31/1990 -- 7:00 PM	46.9 °F	28.9 °F	50%	30.41 in	15.0 mi	North	9.2 mph	  -	N/A	"	 "	Mostly Cloudy
352	12/31/1990 -- 8:00 PM	45.0 °F	27.0 °F	49%	30.44 in	15.0 mi	North	8.1 mph	  -	N/A	"	 "	Mostly Cloudy
353	12/31/1990 -- 9:00 PM	43.0 °F	28.0 °F	56%	30.47 in	15.0 mi	NNE	9.2 mph	  -	N/A	"	 "	Overcast
354	12/31/1990 -- 10:00 PM	43.0 °F	27.0 °F	53%	30.48 in	15.0 mi	North	12.7 mph	  -	N/A	"	 "	Overcast
355	12/31/1990 -- 11:00 PM	41.0 °F	26.1 °F	55%	30.51 in	15.0 mi	North	11.5 mph	  -	N/A	"	 "	Mostly Cloudy
356	12/31/1990 -- 11:25 PM	  -	  -	N/A%	30.50 in	15.0 mi	NNE	9.2 mph	  -	N/A	"	 "	Overcast
357	6/14/1990 -- 12:00 AM	64.0 °F	60.1 °F	87%	30.12 in	10.0 mi	ESE	4.6 mph	  -	N/A	"	 "	Mostly Cloudy
358	6/14/1990 -- 1:00 AM	63.0 °F	60.1 °F	90%	30.10 in	10.0 mi	ESE	3.5 mph	  -	N/A	"	 "	Partly Cloudy
359	6/14/1990 -- 2:00 AM	63.0 °F	61.0 °F	93%	30.09 in	8.0 mi	Calm	Calm	  -	N/A	"	 "	Clear
